Country,Region,Year, GDP_pp 
Cuba,Central America and the Caribbean,1/1/1936," 3,982.61 "
Cuba,Central America and the Caribbean,1/1/1941," 4,047.45 "
Cuba,Central America and the Caribbean,1/1/1946," 4,793.61 "
Cuba,Central America and the Caribbean,1/1/1951," 5,507.89 "
Cuba,Central America and the Caribbean,1/1/1956," 5,429.24 "
Cuba,Central America and the Caribbean,1/1/1961," 5,190.10 "
Cuba,Central America and the Caribbean,1/1/1966," 5,193.19 "
Cuba,Central America and the Caribbean,1/1/1971," 5,155.90 "
Cuba,Central America and the Caribbean,1/1/1976," 6,173.86 "
Cuba,Central America and the Caribbean,1/1/1981," 7,208.80 "
Cuba,Central America and the Caribbean,1/1/1986," 7,651.77 "
Cuba,Central America and the Caribbean,1/1/1991," 6,537.35 "
Cuba,Central America and the Caribbean,1/1/1996," 5,277.62 "
Cuba,Central America and the Caribbean,1/1/2001," 6,270.00 "
Cuba,Central America and the Caribbean,1/1/2006," 8,292.96 "
Cuba,Central America and the Caribbean,1/1/2011," 9,890.80 "
Cyprus,Europe,1/1/1901," 1,828.64 "
Cyprus,Europe,1/1/1906," 1,938.52 "
Cyprus,Europe,1/1/1911," 2,055.01 "
Cyprus,Europe,1/1/1916," 2,160.28 "
Cyprus,Europe,1/1/1921," 2,258.26 "
Cyprus,Europe,1/1/1926," 2,360.69 "
Cyprus,Europe,1/1/1931," 2,467.77 "
Cyprus,Europe,1/1/1936," 2,579.70 "
Cyprus,Europe,1/1/1941," 2,696.72 "
Cyprus,Europe,1/1/1946," 2,819.03 "
Cyprus,Europe,1/1/1951," 3,035.89 "
Cyprus,Europe,1/1/1956," 3,682.60 "
Cyprus,Europe,1/1/1961," 4,467.08 "
Cyprus,Europe,1/1/1966," 5,418.67 "
Cyprus,Europe,1/1/1971," 7,126.25 "
Cyprus,Europe,1/1/1976," 7,680.86 "
Cyprus,Europe,1/1/1981," 11,096.52 "
Cyprus,Europe,1/1/1986," 13,820.98 "
Cyprus,Europe,1/1/1991," 17,235.54 "
Cyprus,Europe,1/1/1996," 20,228.69 "
Cyprus,Europe,1/1/2001," 23,469.74 "
Cyprus,Europe,1/1/2006," 25,016.35 "
Cyprus,Europe,1/1/2011," 23,934.47 "
Czech Rep.,Europe,1/1/1901," 3,351.65 "
Czech Rep.,Europe,1/1/1906," 3,596.59 "
Czech Rep.,Europe,1/1/1911," 3,870.84 "
Czech Rep.,Europe,1/1/1916," 3,869.14 "
Czech Rep.,Europe,1/1/1921," 3,984.37 "
Czech Rep.,Europe,1/1/1926," 4,922.30 "
Czech Rep.,Europe,1/1/1931," 5,368.31 "
Czech Rep.,Europe,1/1/1936," 4,966.76 "
Czech Rep.,Europe,1/1/1941," 5,648.10 "
Czech Rep.,Europe,1/1/1946," 5,828.96 "
Czech Rep.,Europe,1/1/1951," 6,734.89 "
Czech Rep.,Europe,1/1/1956," 7,855.58 "
Czech Rep.,Europe,1/1/1961," 10,060.07 "
Czech Rep.,Europe,1/1/1966," 10,972.01 "
Czech Rep.,Europe,1/1/1971," 12,726.08 "
Czech Rep.,Europe,1/1/1976," 14,260.48 "
Czech Rep.,Europe,1/1/1981," 15,123.06 "
Czech Rep.,Europe,1/1/1986," 16,259.80 "
Czech Rep.,Europe,1/1/1991," 14,376.49 "
Czech Rep.,Europe,1/1/1996," 16,137.21 "
Czech Rep.,Europe,1/1/2001," 17,255.90 "
Czech Rep.,Europe,1/1/2006," 21,640.22 "
Czech Rep.,Europe,1/1/2011," 22,902.27 "
Denmark,Europe,1/1/1901," 3,769.45 "
Denmark,Europe,1/1/1906," 4,158.25 "
Denmark,Europe,1/1/1911," 4,745.57 "
Denmark,Europe,1/1/1916," 4,819.94 "
Denmark,Europe,1/1/1921," 4,770.64 "
Denmark,Europe,1/1/1926," 5,770.84 "
Denmark,Europe,1/1/1931," 6,771.40 "
Denmark,Europe,1/1/1936," 7,090.48 "
Denmark,Europe,1/1/1941," 5,855.93 "
Denmark,Europe,1/1/1946," 7,445.19 "
Denmark,Europe,1/1/1951," 8,999.38 "
Denmark,Europe,1/1/1956," 9,715.12 "
Denmark,Europe,1/1/1961," 12,242.19 "
Denmark,Europe,1/1/1966," 14,769.04 "
Denmark,Europe,1/1/1971," 17,230.20 "
Denmark,Europe,1/1/1976," 19,400.16 "
Denmark,Europe,1/1/1981," 20,379.19 "
Denmark,Europe,1/1/1986," 24,451.45 "
Denmark,Europe,1/1/1991," 25,503.74 "
Denmark,Europe,1/1/1996," 28,655.63 "
Denmark,Europe,1/1/2001," 31,964.40 "
Denmark,Europe,1/1/2006," 34,664.67 "
Denmark,Europe,1/1/2011," 33,036.77 "
Djibouti,Sub-Saharan Africa,1/1/1901, 556.15 
Djibouti,Sub-Saharan Africa,1/1/1906, 569.31 
Djibouti,Sub-Saharan Africa,1/1/1911, 582.78 
Djibouti,Sub-Saharan Africa,1/1/1916, 663.09 
Djibouti,Sub-Saharan Africa,1/1/1921, 809.56 
Djibouti,Sub-Saharan Africa,1/1/1926, 988.38 
Djibouti,Sub-Saharan Africa,1/1/1931," 1,206.70 "
Djibouti,Sub-Saharan Africa,1/1/1936," 1,473.24 "
Djibouti,Sub-Saharan Africa,1/1/1941," 1,798.66 "
Djibouti,Sub-Saharan Africa,1/1/1946," 2,195.95 "
Djibouti,Sub-Saharan Africa,1/1/1951," 2,655.01 "
Djibouti,Sub-Saharan Africa,1/1/1956," 2,836.84 "
Djibouti,Sub-Saharan Africa,1/1/1961," 3,063.21 "
Djibouti,Sub-Saharan Africa,1/1/1966," 3,025.89 "
Djibouti,Sub-Saharan Africa,1/1/1971," 3,679.34 "
Djibouti,Sub-Saharan Africa,1/1/1976," 3,700.95 "
Djibouti,Sub-Saharan Africa,1/1/1981," 2,875.04 "
Djibouti,Sub-Saharan Africa,1/1/1986," 2,949.02 "
Djibouti,Sub-Saharan Africa,1/1/1991," 2,438.60 "
Djibouti,Sub-Saharan Africa,1/1/1996," 1,927.09 "
Djibouti,Sub-Saharan Africa,1/1/2001," 1,899.26 "
Djibouti,Sub-Saharan Africa,1/1/2006," 2,001.50 "
Djibouti,Sub-Saharan Africa,1/1/2011," 2,200.91 "
Dominica,Central America and the Caribbean,1/1/1901," 1,173.14 "
Dominica,Central America and the Caribbean,1/1/1906," 1,212.41 "
Dominica,Central America and the Caribbean,1/1/1911," 1,253.00 "
Dominica,Central America and the Caribbean,1/1/1916," 1,327.19 "
Dominica,Central America and the Caribbean,1/1/1921," 1,429.01 "
Dominica,Central America and the Caribbean,1/1/1926," 1,538.63 "
Dominica,Central America and the Caribbean,1/1/1931," 1,656.67 "
Dominica,Central America and the Caribbean,1/1/1936," 1,783.77 "
Dominica,Central America and the Caribbean,1/1/1941," 1,920.61 "
Dominica,Central America and the Caribbean,1/1/1946," 2,067.95 "
Dominica,Central America and the Caribbean,1/1/1951," 2,218.75 "
Dominica,Central America and the Caribbean,1/1/1956," 2,347.15 "
Dominica,Central America and the Caribbean,1/1/1961," 2,482.99 "
Dominica,Central America and the Caribbean,1/1/1966," 2,626.68 "
Dominica,Central America and the Caribbean,1/1/1971," 2,922.62 "
Dominica,Central America and the Caribbean,1/1/1976," 3,793.80 "
Dominica,Central America and the Caribbean,1/1/1981," 4,280.58 "
Dominica,Central America and the Caribbean,1/1/1986," 5,403.89 "
Dominica,Central America and the Caribbean,1/1/1991," 6,867.48 "
Dominica,Central America and the Caribbean,1/1/1996," 7,617.78 "
Dominica,Central America and the Caribbean,1/1/2001," 7,891.85 "
Dominica,Central America and the Caribbean,1/1/2006," 8,897.04 "
Dominica,Central America and the Caribbean,1/1/2011," 10,187.17 "
Ecuador,South America,1/1/1901," 1,798.88 "
Ecuador,South America,1/1/1906," 1,855.89 "
Ecuador,South America,1/1/1911," 1,914.71 "
Ecuador,South America,1/1/1916," 1,975.40 "
Ecuador,South America,1/1/1921," 2,038.00 "
Ecuador,South America,1/1/1926," 2,102.59 "
Ecuador,South America,1/1/1931," 2,169.23 "
Ecuador,South America,1/1/1936," 2,237.98 "
Ecuador,South America,1/1/1941," 2,319.07 "
Ecuador,South America,1/1/1946," 2,760.50 "
Ecuador,South America,1/1/1951," 3,217.46 "
Ecuador,South America,1/1/1956," 3,717.83 "
Ecuador,South America,1/1/1961," 3,995.41 "
Ecuador,South America,1/1/1966," 4,480.75 "
Ecuador,South America,1/1/1971," 5,122.72 "
Ecuador,South America,1/1/1976," 6,463.83 "
Ecuador,South America,1/1/1981," 7,331.12 "
Ecuador,South America,1/1/1986," 7,096.73 "
Ecuador,South America,1/1/1991," 7,042.35 "
Ecuador,South America,1/1/1996," 7,331.53 "
Ecuador,South America,1/1/2001," 5,812.30 "
Ecuador,South America,1/1/2006," 6,721.10 "
Ecuador,South America,1/1/2011," 7,641.52 "
Egypt,"Middle East, North Africa, and Greater Arabia",1/1/1901," 1,296.66 "
Egypt,"Middle East, North Africa, and Greater Arabia",1/1/1906," 1,347.26 "
Egypt,"Middle East, North Africa, and Greater Arabia",1/1/1911," 1,399.83 "
Egypt,"Middle East, North Africa, and Greater Arabia",1/1/1916," 1,422.48 "
Egypt,"Middle East, North Africa, and Greater Arabia",1/1/1921," 1,424.23 "
Egypt,"Middle East, North Africa, and Greater Arabia",1/1/1926," 1,425.98 "
Egypt,"Middle East, North Africa, and Greater Arabia",1/1/1931," 1,427.73 "
Egypt,"Middle East, North Africa, and Greater Arabia",1/1/1936," 1,429.48 "
Egypt,"Middle East, North Africa, and Greater Arabia",1/1/1941," 1,431.23 "
Egypt,"Middle East, North Africa, and Greater Arabia",1/1/1946," 1,432.99 "
Egypt,"Middle East, North Africa, and Greater Arabia",1/1/1951," 1,426.12 "
Egypt,"Middle East, North Africa, and Greater Arabia",1/1/1956," 1,426.57 "
Egypt,"Middle East, North Africa, and Greater Arabia",1/1/1961," 1,625.09 "
Egypt,"Middle East, North Africa, and Greater Arabia",1/1/1966," 1,879.13 "
Egypt,"Middle East, North Africa, and Greater Arabia",1/1/1971," 2,022.67 "
Egypt,"Middle East, North Africa, and Greater Arabia",1/1/1976," 2,532.42 "
Egypt,"Middle East, North Africa, and Greater Arabia",1/1/1981," 3,272.02 "
Egypt,"Middle East, North Africa, and Greater Arabia",1/1/1986," 3,878.43 "
Egypt,"Middle East, North Africa, and Greater Arabia",1/1/1991," 3,753.33 "
Egypt,"Middle East, North Africa, and Greater Arabia",1/1/1996," 4,043.09 "
Egypt,"Middle East, North Africa, and Greater Arabia",1/1/2001," 4,697.57 "
Egypt,"Middle East, North Africa, and Greater Arabia",1/1/2006," 5,296.19 "
Egypt,"Middle East, North Africa, and Greater Arabia",1/1/2011," 6,037.19 "
El Salvador,Central America and the Caribbean,1/1/1901," 1,568.21 "
El Salvador,Central America and the Caribbean,1/1/1906," 1,634.20 "
El Salvador,Central America and the Caribbean,1/1/1911," 1,702.96 "
El Salvador,Central America and the Caribbean,1/1/1916," 1,774.62 "
El Salvador,Central America and the Caribbean,1/1/1921," 1,808.24 "
El Salvador,Central America and the Caribbean,1/1/1926," 2,102.98 "
El Salvador,Central America and the Caribbean,1/1/1931," 1,817.38 "
El Salvador,Central America and the Caribbean,1/1/1936," 1,937.73 "
El Salvador,Central America and the Caribbean,1/1/1941," 2,112.35 "
El Salvador,Central America and the Caribbean,1/1/1946," 2,154.67 "
El Salvador,Central America and the Caribbean,1/1/1951," 2,911.20 "
El Salvador,Central America and the Caribbean,1/1/1956," 3,346.59 "
El Salvador,Central America and the Caribbean,1/1/1961," 3,478.67 "
El Salvador,Central America and the Caribbean,1/1/1966," 4,271.86 "
El Salvador,Central America and the Caribbean,1/1/1971," 4,370.84 "
El Salvador,Central America and the Caribbean,1/1/1976," 4,980.98 "
El Salvador,Central America and the Caribbean,1/1/1981," 4,299.26 "
El Salvador,Central America and the Caribbean,1/1/1986," 4,109.36 "
El Salvador,Central America and the Caribbean,1/1/1991," 4,213.31 "
El Salvador,Central America and the Caribbean,1/1/1996," 5,037.56 "
El Salvador,Central America and the Caribbean,1/1/2001," 5,332.23 "
El Salvador,Central America and the Caribbean,1/1/2006," 5,595.87 "
El Salvador,Central America and the Caribbean,1/1/2011," 5,765.70 "
Equatorial Guinea,Sub-Saharan Africa,1/1/1901, 363.76 
Equatorial Guinea,Sub-Saharan Africa,1/1/1906, 362.83 
Equatorial Guinea,Sub-Saharan Africa,1/1/1911, 361.91 
Equatorial Guinea,Sub-Saharan Africa,1/1/1916, 360.98 
Equatorial Guinea,Sub-Saharan Africa,1/1/1921, 360.06 
Equatorial Guinea,Sub-Saharan Africa,1/1/1926, 359.14 
Equatorial Guinea,Sub-Saharan Africa,1/1/1931, 358.23 
Equatorial Guinea,Sub-Saharan Africa,1/1/1936, 357.31 
Equatorial Guinea,Sub-Saharan Africa,1/1/1941, 356.40 
Equatorial Guinea,Sub-Saharan Africa,1/1/1946, 355.49 
Equatorial Guinea,Sub-Saharan Africa,1/1/1951, 368.45 
Equatorial Guinea,Sub-Saharan Africa,1/1/1956, 418.34 
Equatorial Guinea,Sub-Saharan Africa,1/1/1961, 529.99 
Equatorial Guinea,Sub-Saharan Africa,1/1/1966, 869.18 
Equatorial Guinea,Sub-Saharan Africa,1/1/1971, 779.61 
Equatorial Guinea,Sub-Saharan Africa,1/1/1976, 954.17 
Equatorial Guinea,Sub-Saharan Africa,1/1/1981, 935.92 
Equatorial Guinea,Sub-Saharan Africa,1/1/1986, 936.05 
Equatorial Guinea,Sub-Saharan Africa,1/1/1991," 1,048.47 "
Equatorial Guinea,Sub-Saharan Africa,1/1/1996," 1,684.68 "
Equatorial Guinea,Sub-Saharan Africa,1/1/2001," 7,192.38 "
Equatorial Guinea,Sub-Saharan Africa,1/1/2006," 11,798.33 "
Equatorial Guinea,Sub-Saharan Africa,1/1/2011," 13,603.34 "
Eritrea,Sub-Saharan Africa,1/1/1901, 402.70 
Eritrea,Sub-Saharan Africa,1/1/1906, 393.57 
Eritrea,Sub-Saharan Africa,1/1/1911, 384.64 
Eritrea,Sub-Saharan Africa,1/1/1916, 375.92 
Eritrea,Sub-Saharan Africa,1/1/1921, 367.39 
Eritrea,Sub-Saharan Africa,1/1/1926, 359.06 
Eritrea,Sub-Saharan Africa,1/1/1931, 350.92 
Eritrea,Sub-Saharan Africa,1/1/1936, 342.96 
Eritrea,Sub-Saharan Africa,1/1/1941, 335.18 
Eritrea,Sub-Saharan Africa,1/1/1946, 327.58 
Eritrea,Sub-Saharan Africa,1/1/1951, 325.28 
Eritrea,Sub-Saharan Africa,1/1/1956, 353.14 
Eritrea,Sub-Saharan Africa,1/1/1961, 373.26 
Eritrea,Sub-Saharan Africa,1/1/1966, 459.13 
Eritrea,Sub-Saharan Africa,1/1/1971, 500.27 
Eritrea,Sub-Saharan Africa,1/1/1976, 503.64 
Eritrea,Sub-Saharan Africa,1/1/1981, 531.04 
Eritrea,Sub-Saharan Africa,1/1/1986, 491.55 
Eritrea,Sub-Saharan Africa,1/1/1991, 526.15 
Eritrea,Sub-Saharan Africa,1/1/1996, 866.10 
Eritrea,Sub-Saharan Africa,1/1/2001, 775.23 
Eritrea,Sub-Saharan Africa,1/1/2006, 655.24 
Eritrea,Sub-Saharan Africa,1/1/2011, 591.22 
Estonia,Europe,1/1/1901," 1,666.31 "
Estonia,Europe,1/1/1906," 1,577.07 "
Estonia,Europe,1/1/1911," 1,693.89 "
Estonia,Europe,1/1/1916," 1,679.97 "
Estonia,Europe,1/1/1921," 1,622.98 "
Estonia,Europe,1/1/1926," 2,184.30 "
Estonia,Europe,1/1/1931," 2,356.71 "
Estonia,Europe,1/1/1936," 2,994.32 "
Estonia,Europe,1/1/1941," 2,885.83 "
Estonia,Europe,1/1/1946," 2,625.02 "
Estonia,Europe,1/1/1951," 3,849.55 "
Estonia,Europe,1/1/1956," 4,892.90 "
Estonia,Europe,1/1/1961," 5,622.10 "
Estonia,Europe,1/1/1966," 6,590.55 "
Estonia,Europe,1/1/1971," 7,775.29 "
Estonia,Europe,1/1/1976," 8,875.97 "
Estonia,Europe,1/1/1981," 9,224.17 "
Estonia,Europe,1/1/1986," 10,204.68 "
Estonia,Europe,1/1/1991," 9,409.45 "
Estonia,Europe,1/1/1996," 8,680.18 "
Estonia,Europe,1/1/2001," 12,050.17 "
Estonia,Europe,1/1/2006," 18,374.14 "
Estonia,Europe,1/1/2011," 18,261.74 "
Ethiopia,Sub-Saharan Africa,1/1/1901, 437.12 
Ethiopia,Sub-Saharan Africa,1/1/1906, 427.83 
Ethiopia,Sub-Saharan Africa,1/1/1911, 418.73 
Ethiopia,Sub-Saharan Africa,1/1/1916, 409.82 
Ethiopia,Sub-Saharan Africa,1/1/1921, 401.11 
Ethiopia,Sub-Saharan Africa,1/1/1926, 392.58 
Ethiopia,Sub-Saharan Africa,1/1/1931, 384.23 
Ethiopia,Sub-Saharan Africa,1/1/1936, 376.06 
Ethiopia,Sub-Saharan Africa,1/1/1941, 368.06 
Ethiopia,Sub-Saharan Africa,1/1/1946, 360.23 
Ethiopia,Sub-Saharan Africa,1/1/1951, 358.12 
Ethiopia,Sub-Saharan Africa,1/1/1956, 388.79 
Ethiopia,Sub-Saharan Africa,1/1/1961, 410.94 
Ethiopia,Sub-Saharan Africa,1/1/1966, 505.48 
Ethiopia,Sub-Saharan Africa,1/1/1971, 550.77 
Ethiopia,Sub-Saharan Africa,1/1/1976, 554.48 
Ethiopia,Sub-Saharan Africa,1/1/1981, 584.64 
Ethiopia,Sub-Saharan Africa,1/1/1986, 541.17 
Ethiopia,Sub-Saharan Africa,1/1/1991, 489.83 
Ethiopia,Sub-Saharan Africa,1/1/1996, 512.79 
Ethiopia,Sub-Saharan Africa,1/1/2001, 537.42 
Ethiopia,Sub-Saharan Africa,1/1/2006, 644.19 
Ethiopia,Sub-Saharan Africa,1/1/2011, 917.48 
Fiji,Australia and Oceania,1/1/1901, 613.91 
Fiji,Australia and Oceania,1/1/1906, 623.94 
Fiji,Australia and Oceania,1/1/1911, 634.14 
Fiji,Australia and Oceania,1/1/1916, 687.32 
Fiji,Australia and Oceania,1/1/1921, 777.62 
Fiji,Australia and Oceania,1/1/1926, 879.77 
Fiji,Australia and Oceania,1/1/1931, 995.34 
Fiji,Australia and Oceania,1/1/1936," 1,126.10 "
Fiji,Australia and Oceania,1/1/1941," 1,274.03 "
Fiji,Australia and Oceania,1/1/1946," 1,441.40 "
Fiji,Australia and Oceania,1/1/1951," 1,630.75 "
Fiji,Australia and Oceania,1/1/1956," 1,844.98 "
Fiji,Australia and Oceania,1/1/1961," 2,037.50 "
Fiji,Australia and Oceania,1/1/1966," 1,960.75 "
Fiji,Australia and Oceania,1/1/1971," 2,657.58 "
Fiji,Australia and Oceania,1/1/1976," 3,059.19 "
Fiji,Australia and Oceania,1/1/1981," 3,502.68 "
Fiji,Australia and Oceania,1/1/1986," 3,197.96 "
Fiji,Australia and Oceania,1/1/1991," 3,344.82 "
Fiji,Australia and Oceania,1/1/1996," 3,760.19 "
Fiji,Australia and Oceania,1/1/2001," 3,905.93 "
Fiji,Australia and Oceania,1/1/2006," 4,249.44 "
Fiji,Australia and Oceania,1/1/2011," 4,130.12 "
Finland,Europe,1/1/1901," 2,248.73 "
Finland,Europe,1/1/1906," 2,466.09 "
Finland,Europe,1/1/1911," 2,665.10 "
Finland,Europe,1/1/1916," 2,601.75 "
Finland,Europe,1/1/1921," 2,589.95 "
Finland,Europe,1/1/1926," 3,287.25 "
Finland,Europe,1/1/1931," 3,546.72 "
Finland,Europe,1/1/1936," 4,506.28 "
Finland,Europe,1/1/1941," 4,565.98 "
Finland,Europe,1/1/1946," 5,061.83 "
Finland,Europe,1/1/1951," 6,282.55 "
Finland,Europe,1/1/1956," 7,277.78 "
Finland,Europe,1/1/1961," 9,150.50 "
Finland,Europe,1/1/1966," 10,753.82 "
Finland,Europe,1/1/1971," 13,420.39 "
Finland,Europe,1/1/1976," 15,610.75 "
Finland,Europe,1/1/1981," 18,051.17 "
Finland,Europe,1/1/1986," 20,367.55 "
Finland,Europe,1/1/1991," 21,581.75 "
Finland,Europe,1/1/1996," 22,402.50 "
Finland,Europe,1/1/2001," 27,825.53 "
Finland,Europe,1/1/2006," 31,684.20 "
Finland,Europe,1/1/2011," 31,762.32 "
France,Europe,1/1/1901," 3,923.77 "
France,Europe,1/1/1906," 4,163.40 "
France,Europe,1/1/1911," 4,874.61 "
France,Europe,1/1/1916," 4,391.91 "
France,Europe,1/1/1921," 4,138.93 "
France,Europe,1/1/1926," 5,943.23 "
France,Europe,1/1/1931," 6,109.10 "
France,Europe,1/1/1936," 5,427.12 "
France,Europe,1/1/1941," 4,268.29 "
France,Europe,1/1/1946," 5,348.07 "
France,Europe,1/1/1951," 7,436.28 "
France,Europe,1/1/1956," 8,786.31 "
France,Europe,1/1/1961," 10,686.66 "
France,Europe,1/1/1966," 13,187.05 "
France,Europe,1/1/1971," 16,284.72 "
France,Europe,1/1/1976," 18,509.58 "
France,Europe,1/1/1981," 20,488.68 "
France,Europe,1/1/1986," 22,218.56 "
France,Europe,1/1/1991," 24,847.93 "
France,Europe,1/1/1996," 25,717.20 "
France,Europe,1/1/2001," 28,983.72 "
France,Europe,1/1/2006," 30,159.68 "
France,Europe,1/1/2011," 30,039.08 "
Gabon,Sub-Saharan Africa,1/1/1901, 551.48 
Gabon,Sub-Saharan Africa,1/1/1906, 564.53 
Gabon,Sub-Saharan Africa,1/1/1911, 577.89 
Gabon,Sub-Saharan Africa,1/1/1916, 682.45 
Gabon,Sub-Saharan Africa,1/1/1921, 886.47 
Gabon,Sub-Saharan Africa,1/1/1926," 1,151.49 "
Gabon,Sub-Saharan Africa,1/1/1931," 1,495.75 "
Gabon,Sub-Saharan Africa,1/1/1936," 1,942.92 "
Gabon,Sub-Saharan Africa,1/1/1941," 2,523.78 "
Gabon,Sub-Saharan Africa,1/1/1946," 3,278.29 "
Gabon,Sub-Saharan Africa,1/1/1951," 4,166.22 "
Gabon,Sub-Saharan Africa,1/1/1956," 4,833.63 "
Gabon,Sub-Saharan Africa,1/1/1961," 6,209.47 "
Gabon,Sub-Saharan Africa,1/1/1966," 8,093.55 "
Gabon,Sub-Saharan Africa,1/1/1971," 10,478.03 "
Gabon,Sub-Saharan Africa,1/1/1976," 25,536.95 "
Gabon,Sub-Saharan Africa,1/1/1981," 16,042.76 "
Gabon,Sub-Saharan Africa,1/1/1986," 14,768.66 "
Gabon,Sub-Saharan Africa,1/1/1991," 14,364.38 "
Gabon,Sub-Saharan Africa,1/1/1996," 14,258.12 "
Gabon,Sub-Saharan Africa,1/1/2001," 12,787.09 "
Gabon,Sub-Saharan Africa,1/1/2006," 12,193.43 "
Gabon,Sub-Saharan Africa,1/1/2011," 13,234.18 "
Gambia,Sub-Saharan Africa,1/1/1901, 456.61 
Gambia,Sub-Saharan Africa,1/1/1906, 457.60 
Gambia,Sub-Saharan Africa,1/1/1911, 458.59 
Gambia,Sub-Saharan Africa,1/1/1916, 459.59 
Gambia,Sub-Saharan Africa,1/1/1921, 460.59 
Gambia,Sub-Saharan Africa,1/1/1926, 461.59 
Gambia,Sub-Saharan Africa,1/1/1931, 462.59 
Gambia,Sub-Saharan Africa,1/1/1936, 463.59 
Gambia,Sub-Saharan Africa,1/1/1941, 464.60 
Gambia,Sub-Saharan Africa,1/1/1946, 465.60 
Gambia,Sub-Saharan Africa,1/1/1951, 481.79 
Gambia,Sub-Saharan Africa,1/1/1956, 515.46 
Gambia,Sub-Saharan Africa,1/1/1961, 626.09 
Gambia,Sub-Saharan Africa,1/1/1966, 733.46 
Gambia,Sub-Saharan Africa,1/1/1971, 728.45 
Gambia,Sub-Saharan Africa,1/1/1976, 870.76 
Gambia,Sub-Saharan Africa,1/1/1981, 765.82 
Gambia,Sub-Saharan Africa,1/1/1986, 601.56 
Gambia,Sub-Saharan Africa,1/1/1991, 662.69 
Gambia,Sub-Saharan Africa,1/1/1996, 645.87 
Gambia,Sub-Saharan Africa,1/1/2001, 703.96 
Gambia,Sub-Saharan Africa,1/1/2006, 713.48 
Gambia,Sub-Saharan Africa,1/1/2011, 739.13 
Georgia,Europe,1/1/1901, 786.11 
Georgia,Europe,1/1/1906, 738.24 
Georgia,Europe,1/1/1911, 786.77 
Georgia,Europe,1/1/1916, 870.00 
Georgia,Europe,1/1/1921, 380.00 
Georgia,Europe,1/1/1926, 671.13 
Georgia,Europe,1/1/1931, 894.76 
Georgia,Europe,1/1/1936," 1,209.21 "
Georgia,Europe,1/1/1941," 1,267.80 "
Georgia,Europe,1/1/1946," 1,144.28 "
Georgia,Europe,1/1/1951," 1,665.04 "
Georgia,Europe,1/1/1956," 2,099.89 "
Georgia,Europe,1/1/1961," 2,397.85 "
Georgia,Europe,1/1/1966," 2,881.80 "
Georgia,Europe,1/1/1971," 3,670.07 "
Georgia,Europe,1/1/1976," 4,788.27 "
Georgia,Europe,1/1/1981," 6,283.62 "
Georgia,Europe,1/1/1986," 6,499.97 "
Georgia,Europe,1/1/1991," 4,278.33 "
Georgia,Europe,1/1/1996," 1,861.57 "
Georgia,Europe,1/1/2001," 2,472.71 "
Georgia,Europe,1/1/2006," 3,764.40 "
Georgia,Europe,1/1/2011," 4,668.97 "
Germany,Europe,1/1/1901," 4,505.80 "
Germany,Europe,1/1/1906," 4,946.45 "
Germany,Europe,1/1/1911," 5,348.60 "
Germany,Europe,1/1/1916," 4,604.93 "
Germany,Europe,1/1/1921," 4,829.84 "
Germany,Europe,1/1/1926," 5,656.53 "
Germany,Europe,1/1/1931," 5,730.09 "
Germany,Europe,1/1/1936," 6,984.27 "
Germany,Europe,1/1/1941," 8,962.15 "
Germany,Europe,1/1/1946," 3,478.75 "
Germany,Europe,1/1/1951," 6,599.92 "
Germany,Europe,1/1/1956," 9,692.61 "
Germany,Europe,1/1/1961," 12,478.83 "
Germany,Europe,1/1/1966," 14,731.37 "
Germany,Europe,1/1/1971," 17,382.08 "
Germany,Europe,1/1/1976," 19,903.97 "
Germany,Europe,1/1/1981," 22,202.51 "
Germany,Europe,1/1/1986," 24,274.56 "
Germany,Europe,1/1/1991," 26,127.06 "
Germany,Europe,1/1/1996," 27,336.47 "
Germany,Europe,1/1/2001," 30,061.40 "
Germany,Europe,1/1/2006," 31,720.47 "
Germany,Europe,1/1/2011," 33,895.82 "
Ghana,Sub-Saharan Africa,1/1/1901, 737.87 
Ghana,Sub-Saharan Africa,1/1/1906, 755.34 
Ghana,Sub-Saharan Africa,1/1/1911, 773.21 
Ghana,Sub-Saharan Africa,1/1/1916, 792.55 
Ghana,Sub-Saharan Africa,1/1/1921, 813.08 
Ghana,Sub-Saharan Africa,1/1/1926, 834.15 
Ghana,Sub-Saharan Africa,1/1/1931, 855.76 
Ghana,Sub-Saharan Africa,1/1/1936, 877.92 
Ghana,Sub-Saharan Africa,1/1/1941, 900.67 
Ghana,Sub-Saharan Africa,1/1/1946, 924.00 
Ghana,Sub-Saharan Africa,1/1/1951, 952.97 
Ghana,Sub-Saharan Africa,1/1/1956," 1,039.12 "
Ghana,Sub-Saharan Africa,1/1/1961," 1,167.03 "
Ghana,Sub-Saharan Africa,1/1/1966," 1,138.51 "
Ghana,Sub-Saharan Africa,1/1/1971," 1,253.21 "
Ghana,Sub-Saharan Africa,1/1/1976, 990.20 
Ghana,Sub-Saharan Africa,1/1/1981, 960.18 
Ghana,Sub-Saharan Africa,1/1/1986, 831.21 
Ghana,Sub-Saharan Africa,1/1/1991, 915.14 
Ghana,Sub-Saharan Africa,1/1/1996, 984.87 
Ghana,Sub-Saharan Africa,1/1/2001," 1,088.32 "
Ghana,Sub-Saharan Africa,1/1/2006," 1,267.57 "
Ghana,Sub-Saharan Africa,1/1/2011," 1,657.07 "
Greece,Europe,1/1/1901," 2,058.71 "
Greece,Europe,1/1/1906," 2,192.68 "
