,regiao,estado,municipio,coduf,codmun,codRegiaoSaude,nomeRegiaoSaude,data,semanaEpi,populacaoTCU2019,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,Recuperadosnovos,emAcompanhamentoNovos,interior/metropolitana
273,Brasil,,,76,,,,2020-11-24,48,210147125.0,6118708,31100,170115,630,5476018.0,472575.0,
274,Brasil,,,76,,,,2020-11-25,48,210147125.0,6166606,47898,170769,654,5512847.0,482990.0,
275,Brasil,,,76,,,,2020-11-26,48,210147125.0,6204220,37614,171460,691,5528599.0,504161.0,
276,Brasil,,,76,,,,2020-11-27,48,210147125.0,6238350,34130,171974,514,5536524.0,529852.0,
277,Brasil,,,76,,,,2020-11-28,48,210147125.0,6290272,51922,172561,587,5562539.0,555172.0,
278,Brasil,,,76,,,,2020-11-29,49,210147125.0,6314740,24468,172833,272,5578118.0,563789.0,
279,Brasil,,,76,,,,2020-11-30,49,210147125.0,6335878,21138,173120,287,5601804.0,560954.0,
280,Brasil,,,76,,,,2020-12-01,49,210147125.0,6386787,50909,173817,697,5656498.0,556472.0,
281,Brasil,,,76,,,,2020-12-02,49,210147125.0,6436650,49863,174515,698,5698353.0,563782.0,
282,Brasil,,,76,,,,2020-12-03,49,210147125.0,6487084,50434,175270,755,5725010.0,586804.0,
283,Brasil,,,76,,,,2020-12-04,49,210147125.0,6533968,46884,175964,694,5744369.0,613635.0,
284,Brasil,,,76,,,,2020-12-05,49,210147125.0,6577177,43209,176628,664,5761363.0,639186.0,
285,Brasil,,,76,,,,2020-12-06,50,210147125.0,6603540,26363,176941,313,5776182.0,650417.0,
286,Brasil,,,76,,,,2020-12-07,50,210147125.0,6623911,20371,177317,376,5801067.0,645527.0,
287,Brasil,,,76,,,,2020-12-08,50,210147125.0,6674999,51088,178159,842,5854709.0,642131.0,
288,Brasil,,,76,,,,2020-12-09,50,210147125.0,6728452,53453,178995,836,5901511.0,647946.0,
289,Brasil,,,76,,,,2020-12-10,50,210147125.0,6781799,53347,179765,770,5931777.0,670257.0,
290,Brasil,,,76,,,,2020-12-11,50,210147125.0,6836227,54428,180437,672,5954745.0,701045.0,
291,Brasil,,,76,,,,2020-12-12,50,210147125.0,6880127,43900,181123,686,5969706.0,729298.0,
292,Brasil,,,76,,,,2020-12-13,51,210147125.0,6901952,21825,181402,279,5982953.0,737597.0,
293,Brasil,,,76,,,,2020-12-14,51,210147125.0,6927145,25193,181835,433,6016085.0,729225.0,
294,Brasil,,,76,,,,2020-12-15,51,210147125.0,6970034,42889,182799,964,6067862.0,719373.0,
295,Brasil,,,76,,,,2020-12-16,51,210147125.0,7040608,70574,183735,936,6132683.0,724190.0,
296,Brasil,,,76,,,,2020-12-17,51,210147125.0,7110434,69826,184827,1092,6177702.0,747905.0,
297,Brasil,,,76,,,,2020-12-18,51,210147125.0,7162978,52544,185650,823,6198185.0,779143.0,
298,Brasil,,,76,,,,2020-12-19,51,210147125.0,7213155,50177,186356,706,6222764.0,804035.0,
299,Brasil,,,76,,,,2020-12-20,52,210147125.0,7238600,25445,186764,408,6245801.0,806035.0,
300,Brasil,,,76,,,,2020-12-21,52,210147125.0,7263619,25019,187291,527,6286980.0,789348.0,
301,Brasil,,,76,,,,2020-12-22,52,210147125.0,7318821,55202,188259,968,6354972.0,775590.0,
302,Brasil,,,76,,,,2020-12-23,52,210147125.0,7365517,46696,189220,961,6405356.0,770941.0,
303,Brasil,,,76,,,,2020-12-24,52,210147125.0,7425593,60076,190006,786,6448740.0,785223.0,
304,Brasil,,,76,,,,2020-12-24,52,210147125.0,7425593,0,190006,0,6449822.0,785765.0,
305,Brasil,,,76,,,,2020-12-25,52,210147125.0,7448560,22967,190488,482,6459335.0,798737.0,
306,Brasil,,,76,,,,2020-12-26,52,210147125.0,7465806,17246,190795,307,6475466.0,799545.0,
307,Brasil,,,76,,,,2020-12-27,53,210147125.0,7484285,18479,191139,344,6515370.0,777776.0,
308,Brasil,,,76,,,,2020-12-28,53,210147125.0,7504833,20548,191570,431,6568898.0,744365.0,
309,Brasil,,,76,,,,2020-12-29,53,210147125.0,7563551,58718,192681,1111,6647538.0,723332.0,
310,Brasil,,,76,,,,2020-12-30,53,210147125.0,7619200,55649,193875,1194,6707781.0,717544.0,
311,Brasil,,,76,,,,2020-12-31,53,210147125.0,7675973,56773,194949,1074,6747065.0,733959.0,
312,Brasil,,,76,,,,2021-01-01,53,210147125.0,7700578,24605,195411,462,6756284.0,748883.0,
313,Brasil,,,76,,,,2021-01-02,53,210147125.0,7716405,15827,195725,314,6769420.0,751260.0,
314,Brasil,,,76,,,,2021-01-03,1,210147125.0,7733746,17341,196018,293,6813008.0,724720.0,
315,Brasil,,,76,,,,2021-01-04,1,210147125.0,7753752,20006,196561,543,6875230.0,681961.0,
316,Brasil,,,76,,,,2021-01-05,1,210147125.0,7810400,56648,197732,1171,6963407.0,649261.0,
317,Brasil,,,76,,,,2021-01-06,1,210147125.0,7873830,63430,198974,1242,7036530.0,638326.0,
318,Brasil,,,76,,,,2021-01-07,1,210147125.0,7961673,87843,200498,1524,7096931.0,664244.0,
319,Brasil,,,76,,,,2021-01-08,1,210147125.0,8013708,52035,201460,962,7114474.0,697774.0,
320,Brasil,,,76,,,,2021-01-09,1,210147125.0,8075998,62290,202631,1171,7144011.0,729356.0,
321,Brasil,,,76,,,,2021-01-10,2,210147125.0,8105790,29792,203100,469,7167651.0,735039.0,
322,Brasil,,,76,,,,2021-01-11,2,210147125.0,8131612,25822,203580,480,7207483.0,720549.0,
323,Brasil,,,76,,,,2021-01-12,2,210147125.0,8195637,64025,204690,1110,7273707.0,717240.0,
324,Brasil,,,76,,,,2021-01-13,2,210147125.0,8256536,60899,205964,1274,7277195.0,713752.0,
325,Brasil,,,76,,,,2021-01-13,2,210147125.0,8256536,0,205964,0,7316944.0,733628.0,
326,Brasil,,,76,,,,2021-01-14,2,210147125.0,8324294,67758,207095,1131,7339703.0,777496.0,
327,Brasil,,,76,,,,2021-01-15,2,210147125.0,8393492,69198,208246,1151,7361379.0,823867.0,
328,Brasil,,,76,,,,2021-01-16,2,210147125.0,8455059,61567,209296,1050,7388784.0,856979.0,
329,Brasil,,,76,,,,2021-01-17,3,210147125.0,8488099,33040,209847,551,7411654.0,866598.0,
330,Brasil,,,76,,,,2021-01-18,3,210147125.0,8511770,23671,210299,452,7452047.0,849424.0,
331,Brasil,,,76,,,,2021-01-19,3,210147125.0,8573864,62094,211491,1192,7518846.0,843527.0,
332,Brasil,,,76,,,,2021-01-20,3,210147125.0,8638249,64385,212831,1340,7564622.0,860796.0,
333,Brasil,,,76,,,,2021-01-21,3,210147125.0,8697368,59119,214147,1316,7580741.0,902480.0,
334,Brasil,,,76,,,,2021-01-22,3,210147125.0,8753920,56552,215243,1096,7594771.0,943906.0,
335,Brasil,,,76,,,,2021-01-23,3,210147125.0,8816254,62334,216445,1202,7628438.0,971371.0,
336,Brasil,,,76,,,,2021-01-24,4,210147125.0,8844577,28323,217037,592,7653770.0,973770.0,
337,Brasil,,,76,,,,2021-01-25,4,210147125.0,8871393,26816,217664,627,7709602.0,944127.0,
338,Brasil,,,76,,,,2021-01-26,4,210147125.0,8933356,61963,218878,1214,7798655.0,915823.0,
339,Brasil,,,76,,,,2021-01-27,4,210147125.0,8996876,63520,220161,1283,7877337.0,899378.0,
340,Brasil,,,76,,,,2021-01-28,4,210147125.0,9058687,61811,221547,1386,7923794.0,913346.0,
341,Brasil,,,76,,,,2021-01-29,4,210147125.0,9118513,59826,222666,1119,7960643.0,935204.0,
342,Brasil,,,76,,,,2021-01-30,4,210147125.0,9176975,58462,223945,1279,7998246.0,954784.0,
343,Brasil,,,76,,,,2021-01-31,5,210147125.0,9204731,27756,224504,559,8027042.0,953185.0,
344,Brasil,,,76,,,,2021-02-01,5,210147125.0,9229322,24591,225099,595,8077967.0,926256.0,
345,Brasil,,,76,,,,2021-02-02,5,210147125.0,9283418,54096,226309,1210,8160929.0,896180.0,
346,Brasil,,,76,,,,2021-02-03,5,210147125.0,9339420,56002,227563,1254,8236864.0,874993.0,
347,Brasil,,,76,,,,2021-02-04,5,210147125.0,9396293,56873,228795,1232,8291763.0,875735.0,
348,Brasil,,,76,,,,2021-02-05,5,210147125.0,9447165,50872,230034,1239,8326798.0,890333.0,
349,Brasil,,,76,,,,2021-02-06,5,210147125.0,9497795,50630,231012,978,8363677.0,903106.0,
350,Brasil,,,76,,,,2021-02-07,6,210147125.0,9524640,26845,231534,522,8397187.0,895919.0,
351,Brasil,,,76,,,,2021-02-08,6,210147125.0,9548079,23439,232170,636,8447645.0,868264.0,
352,Brasil,,,76,,,,2021-02-09,6,210147125.0,9599565,51486,233520,1350,8523462.0,842583.0,
353,Brasil,,,76,,,,2021-02-10,6,210147125.0,9659167,59602,234850,1330,8596130.0,828187.0,
354,Brasil,,,76,,,,2021-02-11,6,210147125.0,9713909,54742,236201,1351,8643693.0,834015.0,
355,Brasil,,,76,,,,2021-02-12,6,210147125.0,9765455,51546,237489,1288,8678327.0,849639.0,
356,Brasil,,,76,,,,2021-02-13,6,210147125.0,9809754,44299,238532,1043,8710840.0,860382.0,
357,Brasil,,,76,,,,2021-02-14,7,210147125.0,9834513,24759,239245,713,8745424.0,849844.0,
358,Brasil,,,76,,,,2021-02-15,7,210147125.0,9866710,32197,239773,528,8805239.0,821698.0,
359,Brasil,,,76,,,,2021-02-16,7,210147125.0,9921981,55271,240940,1167,8883191.0,797850.0,
360,Brasil,,,76,,,,2021-02-17,7,210147125.0,9978747,56766,242090,1150,8950450.0,786207.0,
361,Brasil,,,76,,,,2021-02-18,7,210147125.0,10030626,51879,243457,1367,8995246.0,791923.0,
362,Brasil,,,76,,,,2021-02-19,7,210147125.0,10081676,51050,244765,1308,9029159.0,807752.0,
363,Brasil,,,76,,,,2021-02-20,7,210147125.0,10139148,57472,245977,1212,9067939.0,825232.0,
364,Brasil,,,76,,,,2021-02-21,8,210147125.0,10168174,29026,246504,527,9095483.0,826187.0,
365,Brasil,,,76,,,,2021-02-22,8,210147125.0,10195160,26986,247143,639,9139215.0,808802.0,
366,Brasil,,,76,,,,2021-02-23,8,210147125.0,10257875,62715,248529,1386,9215164.0,794182.0,
367,Brasil,,,76,,,,2021-02-24,8,210147125.0,10324463,66588,249957,1428,9281018.0,793488.0,
368,Brasil,,,76,,,,2021-02-25,8,210147125.0,10390461,65998,251498,1541,9323696.0,815267.0,
369,Brasil,,,76,,,,2021-02-26,8,210147125.0,10455630,65169,252835,1337,,,
370,Brasil,,,76,,,,2021-02-27,8,210147125.0,10517232,61602,254221,1386,9386440.0,876571.0,
371,Brasil,,,76,,,,2021-02-28,9,210147125.0,10551259,34027,254942,721,9411033.0,885284.0,
372,Brasil,,,76,,,,2021-03-01,9,210147125.0,10587001,35742,255720,778,9457100.0,874181.0,
373,Brasil,,,76,,,,2021-03-02,9,210147125.0,10646926,59925,257361,1641,9527173.0,862392.0,
374,Brasil,,,76,,,,2021-03-03,9,210147125.0,10718630,71704,259271,1910,9591590.0,867769.0,
375,Brasil,,,76,,,,2021-03-04,9,210147125.0,10793732,75102,260970,1699,9637020.0,895742.0,
376,Brasil,,,76,,,,2021-03-05,9,210147125.0,10869227,75495,262770,1800,9671410.0,935047.0,
377,Brasil,,,76,,,,2021-03-06,9,210147125.0,10938836,69609,264325,1555,9704351.0,970160.0,
378,Brasil,,,76,,,,2021-03-07,10,210147125.0,11019344,80508,265411,1086,9757178.0,996755.0,
379,Brasil,,,76,,,,2021-03-08,10,210147125.0,11051665,32321,266398,987,9782320.0,1002947.0,
380,Brasil,,,76,,,,2021-03-09,10,210147125.0,11122429,70764,268370,1972,9843218.0,1010841.0,
381,Brasil,,,76,,,,2021-03-10,10,210147125.0,11202305,79876,270656,2286,9913739.0,1017910.0,
382,Brasil,,,76,,,,2021-03-11,10,210147125.0,11277717,75412,272889,2233,9958566.0,1046262.0,
383,Brasil,,,76,,,,2021-03-12,10,210147125.0,11363380,85663,275105,2216,10000980.0,1087295.0,
384,Brasil,,,76,,,,2021-03-13,10,210147125.0,11439558,76178,277102,1997,10036947.0,1125509.0,
385,Brasil,,,76,,,,2021-03-14,11,210147125.0,11483370,43812,278229,1127,10063808.0,1141333.0,
386,Brasil,,,76,,,,2021-03-15,11,210147125.0,11519609,36239,279286,1057,10111954.0,1128369.0,
387,Brasil,,,76,,,,2021-03-16,11,210147125.0,11603535,83926,282127,2841,10204541.0,1116867.0,
388,Brasil,,,76,,,,2021-03-17,11,210147125.0,11693838,90303,284775,2648,10287057.0,1122006.0,
389,Brasil,,,76,,,,2021-03-18,11,210147125.0,11780820,86982,287499,2724,10339432.0,1153889.0,
390,Brasil,,,76,,,,2021-03-19,11,210147125.0,11871390,90570,290314,2815,10383460.0,1197616.0,
391,Brasil,,,76,,,,2021-03-20,11,210147125.0,11950459,79069,292752,2438,10419393.0,1238314.0,
392,Brasil,,,76,,,,2021-03-21,12,210147125.0,11998233,47774,294042,1290,10449933.0,1254258.0,
393,Brasil,,,76,,,,2021-03-22,12,210147125.0,12047526,49293,295425,1383,10507995.0,1244106.0,
394,Brasil,,,76,,,,2021-03-23,12,210147125.0,12130019,82493,298676,3251,10601658.0,1229685.0,
395,Brasil,,,76,,,,2021-03-24,12,210147125.0,12220011,89992,300685,2009,10689646.0,1229680.0,
396,Brasil,,,76,,,,2021-03-25,12,210147125.0,12320169,100158,303462,2777,10772549.0,1244158.0,
397,Brasil,,,76,,,,2021-03-26,12,210147125.0,12404414,84245,307112,3650,10824095.0,1273207.0,
398,Brasil,,,76,,,,2021-03-27,12,210147125.0,12490362,85948,310550,3438,10879627.0,1300185.0,
399,Brasil,,,76,,,,2021-03-28,13,210147125.0,12534688,44326,312206,1656,10912941.0,1309541.0,
400,Brasil,,,76,,,,2021-03-29,13,210147125.0,12573615,38927,313866,1660,10969247.0,1290502.0,
401,Brasil,,,76,,,,2021-03-30,13,210147125.0,12658109,84494,317646,3780,11074483.0,1265980.0,
402,Brasil,,,76,,,,2021-03-31,13,210147125.0,12748747,90638,321515,3869,11169937.0,1257295.0,
403,Brasil,,,76,,,,2021-04-01,13,210147125.0,12839844,91097,325284,3769,11239099.0,1275461.0,
404,Brasil,,,76,,,,2021-04-02,13,210147125.0,12910082,70238,328206,2922,11276628.0,1305248.0,
405,Brasil,,,76,,,,2021-04-03,13,210147125.0,12953597,43515,330193,1987,11305746.0,1317658.0,
406,Brasil,,,76,,,,2021-04-04,14,210147125.0,12984956,31359,331433,1240,11357521.0,1296002.0,
407,Brasil,,,76,,,,2021-04-05,14,210147125.0,13013601,28645,332752,1319,11436189.0,1244660.0,
408,Brasil,,,76,,,,2021-04-06,14,210147125.0,13100580,86979,336947,4195,11558784.0,1204849.0,
409,Brasil,,,76,,,,2021-04-07,14,210147125.0,13193205,92625,340776,3829,11664158.0,1188271.0,
410,Brasil,,,76,,,,2021-04-08,14,210147125.0,13279857,86652,345025,4249,11732193.0,1202639.0,
411,Brasil,,,76,,,,2021-04-09,14,210147125.0,13373174,93317,348718,3693,11791885.0,1232571.0,
412,Brasil,,,76,,,,2021-04-10,14,210147125.0,13445006,71832,351334,2616,11838564.0,1255108.0,
413,Brasil,,,76,,,,2021-04-11,15,210147125.0,13482023,37017,353137,1803,11880803.0,1248083.0,
414,Brasil,,,76,,,,2021-04-12,15,210147125.0,13517808,35785,354617,1480,11957068.0,1206123.0,
415,Brasil,,,76,,,,2021-04-13,15,210147125.0,13599994,82186,358425,3808,12074798.0,1166771.0,
416,Brasil,,,76,,,,2021-04-14,15,210147125.0,13673507,73513,361884,3459,12170771.0,1140852.0,
417,Brasil,,,76,,,,2021-04-15,15,210147125.0,13746681,73174,365444,3560,12236295.0,1144942.0,
418,Brasil,,,76,,,,2021-04-16,15,210147125.0,13832455,85774,368749,3305,12298863.0,1164843.0,
419,Brasil,,,76,,,,2021-04-17,15,210147125.0,13900091,67636,371678,2929,12344861.0,1183552.0,
420,Brasil,,,76,,,,2021-04-18,16,210147125.0,13943071,42980,373335,1657,12391599.0,1178137.0,
421,Brasil,,,76,,,,2021-04-19,16,210147125.0,13973695,30624,374682,1347,12460712.0,1138301.0,
422,Brasil,,,76,,,,2021-04-20,16,210147125.0,14043076,69381,378003,3321,12561689.0,1103384.0,
423,Brasil,,,76,,,,2021-04-21,16,210147125.0,14122795,79719,381475,3472,12646132.0,1095188.0,
424,Brasil,,,76,,,,2021-04-22,16,210147125.0,14167973,45178,383502,2027,12673785.0,1110686.0,
425,Brasil,,,76,,,,2021-04-23,16,210147125.0,14237078,69105,386416,2914,12711103.0,1139559.0,
426,Brasil,,,76,,,,2021-04-24,16,210147125.0,14308215,71137,389492,3076,12766772.0,1151951.0,
427,Brasil,,,76,,,,2021-04-25,17,210147125.0,14340787,32572,390797,1305,12809169.0,1140821.0,
428,Brasil,,,76,,,,2021-04-26,17,210147125.0,14369423,28636,391936,1139,12879051.0,1098436.0,
429,Brasil,,,76,,,,2021-04-27,17,210147125.0,14441563,72140,395022,3086,12992442.0,1054099.0,
430,Brasil,,,76,,,,2021-04-28,17,210147125.0,14521289,79726,398185,3163,13091714.0,1031390.0,
431,Brasil,,,76,,,,2021-04-29,17,210147125.0,14590678,69389,401186,3001,13152118.0,1037374.0,
432,Brasil,,,76,,,,2021-04-30,17,210147125.0,14659011,68333,403781,2595,13194538.0,1060692.0,
433,Brasil,,,76,,,,2021-05-01,17,210147125.0,14725975,66964,406437,2656,13242665.0,1076873.0,
434,Brasil,,,76,,,,2021-05-02,18,210147125.0,14754910,28935,407639,1202,13278718.0,1068553.0,
435,Brasil,,,76,,,,2021-05-03,18,210147125.0,14779529,24619,408622,983,13336476.0,1034431.0,
436,Brasil,,,76,,,,2021-05-04,18,210147125.0,14856888,77359,411588,2966,13442996.0,1002304.0,
437,Brasil,,,76,,,,2021-05-05,18,210147125.0,14930183,73295,414399,2811,13529572.0,986212.0,
438,Brasil,,,76,,,,2021-05-06,18,210147125.0,15003563,73380,416949,2550,13591335.0,995279.0,
439,Brasil,,,76,,,,2021-05-07,18,210147125.0,15082449,78886,419114,2165,13640478.0,1022857.0,
440,Brasil,,,76,,,,2021-05-08,18,210147125.0,15145879,63430,421316,2202,13677668.0,1046895.0,
441,Brasil,,,76,,,,2021-05-09,19,210147125.0,15184790,38911,422340,1024,13714135.0,1048315.0,
442,Brasil,,,76,,,,2021-05-10,19,210147125.0,15209990,25200,423229,889,13759125.0,1027636.0,
443,Brasil,,,76,,,,2021-05-11,19,210147125.0,15282705,72715,425540,2311,13847191.0,1009974.0,
444,Brasil,,,76,,,,2021-05-12,19,210147125.0,15359397,76692,428034,2494,13924217.0,1007146.0,
445,Brasil,,,76,,,,2021-05-13,19,210147125.0,15433989,74592,430417,2383,13979329.0,1024243.0,
